source	word	sage	base_count	base_rate	file_count	file_rate
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	muslim	0.0838643770966137	6811	0.0026375823929854483	6705	0.0027233314568543875
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	muslims	0.0831637718430176	6160	0.00238548047875354	6063	0.002462573992976607
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	islam	0.07658314285274531	3022	0.0011702795465573373	2972	0.0012071202221881044
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	she	0.07582121005341562	7583	0.002936541959478587	7403	0.003006834120073532
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	woman	0.07166261419328444	5372	0.002080324859068834	5233	0.0021254576455956766
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	her	0.07069339697711012	7921	0.003067433583150453	7693	0.003124621759519881
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	nigger	0.07063113954361086	5790	0.002242196748698538	5632	0.0022875171909028953
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	black	0.06811030014630419	14335	0.005551276406320129	13860	0.005629436836987594
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	jews	0.06789414304166337	5936	0.002298735734071593	5758	0.002338693889420964
/home/mamille3/hegemonic_hate/data/power/marginalized_sents.txt	jew	0.0659748371865516	2486	0.0009627117646398215	2427	0.0009857606928837582
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	priest	2.6137772856624957	359	0.00013902394348579885	223	0.0018547629147224924
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	priests	1.7586842353340195	278	0.00010765642420348769	75	0.0006237991865658607
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	catholic	1.7512022119559536	615	0.00023816079455088102	158	0.00131413695303208
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	jesus	1.5000320527582796	801	0.0003101899129028548	159	0.0013224542755196247
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	allcaps	1.2993960488087812	292	0.00011307797074610937	50	0.0004158661243772405
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	catholics	1.2825811374845095	265	0.00010262213098533897	45	0.0003742795119395164
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	virgin	1.2244780632042764	193	7.473989162328461e-05	32	0.0002661543196014339
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	bloom	1.1635189735767175	148	5.7313492022000635e-05	24	0.00019961573970107542
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	dress	1.122491680903003	238	9.216629122456859e-05	35	0.00029110628706406833
/home/mamille3/hegemonic_hate/data/power/hegemonic_sents.txt	devil	1.1208128471723253	246	9.526431782035241e-05	36	0.0002994236095516131
