source	word	sage	base_count	base_rate	file_count	file_rate
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	black	0.5676856690504919	15671	0.005952270169482641	13369	0.01035887629166331
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	blacks	0.5515479998488927	3949	0.0014999371386182727	3317	0.0025701542867415062
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	chinese	0.5472591259232302	637	0.00024194984991132937	535	0.00041454101399056553
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	chicago	0.5450352337335951	329	0.00012496310929486243	277	0.0002146315156549283
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	blm	0.5357037824356987	533	0.0002024478335992756	443	0.0003432554564445243
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	asian	0.5328104201308972	696	0.0002643596476268214	576	0.0004463095776795621
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	races	0.5308182498982984	240	9.115849918166256e-05	200	0.00015496860336095908
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	nationalists	0.530681760419643	223	8.470143882296146e-05	186	0.00014412080112569193
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	whitey	0.5298610454741498	183	6.95083556260177e-05	153	0.0001185509815711337
/home/mamille3/hegemonic_hate/data/categories/race_ethnicity_sents.txt	asians	0.5076294227045455	939	0.00035665762804825476	757	0.00058655616372123
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	priest	1.3524075803008666	342	0.00012990086133386915	231	0.0004902345698138594
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	catholic	1.30369954248974	1030	0.0003912218923213018	660	0.0014006701994681698
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	catholics	1.235193862669034	480	0.0001823169983633251	288	0.0006112015415861104
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	ash	1.1549299813630092	188	7.140749102563567e-05	105	0.0002228338953699361
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christians	1.1420171572541857	1788	0.0006791308189033861	974	0.0020670496580030263
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	chamber	1.1185750924445845	210	7.976368678395474e-05	113	0.0002398117159695503
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	bishops	1.093607609030067	196	7.444610766502442e-05	103	0.00021858944022003256
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	santa	1.0890656768863696	162	6.153198694762222e-05	85	0.00018038934387090065
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christianity	1.0844303712099843	486	0.0001845959608428667	251	0.0005326791213128948
/home/mamille3/hegemonic_hate/data/categories/religion_sents.txt	christian	1.062614731102507	2083	0.0007911798074808462	1048	0.0022240944985494576
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	dyke	0.9982368330572897	491	0.00018649509624248464	440	0.0005051722752270405
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	transgender	0.9706563667584487	575	0.00021840057095606655	501	0.0005752075224744257
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	bathroom	0.9601198704116606	226	8.584092006273224e-05	196	0.00022503128623749987
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	queer	0.9588769621161976	358	0.00013597809461264663	309	0.0003547687114662625
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	queers	0.9301529916191335	444	0.00016864322348607573	372	0.00042710019632831605
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	lesbian	0.9279273295043983	451	0.00017130201304554088	377	0.000432840790364987
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	trannies	0.9244529680275219	198	7.520576182487162e-05	166	0.00019058772201747436
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	fag	0.9190783475871461	734	0.000278793076663918	607	0.000696908116051849
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	trans	0.9189809511215411	358	0.00013597809461264663	297	0.0003409912857782523
/home/mamille3/hegemonic_hate/data/categories/gender_sexuality_sents.txt	dykes	0.9101298751580629	393	0.00014927204240997244	323	0.0003708423747689411
